"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"REAC","Neurotransmitter receptors and postsynaptic signal transmission","REAC:R-HSA-112314","2.7265141146332433e-12","11.564392249713281","196","187","25","10531","CALM1,HTR3A,TUBA1A,TUBA4A,TUBB1,SRC,PRKCA,PRKCB,HTR3E,PDPK1,GRIN2A,HTR3D,TUBB4B,PRKCG,HTR3C,GRIN2B,GLRA3,GRIN2C,MAPK3,GRIN3A,HTR3B,GRIN1,GABRB3,GRIN3B,GRIN2D"
"REAC","Platelet activation, signaling and aggregation","REAC:R-HSA-76002","6.665929643767818e-12","11.176139274456565","258","162","26","10531","ADRA2A,ADRA2B,ADRA2C,CALM1,LCK,TUBA4A,CSK,PRKCQ,LYN,SRC,PRKCA,PRKCB,FYN,ORM2,PDPK1,SYK,ORM1,RAF1,PRKCZ,PRKCD,PRKCG,PRKCE,MAPK14,PPIA,MAPK3,PIK3CG"
"REAC","Muscarinic acetylcholine receptors","REAC:R-HSA-390648","1.2338067396499318e-10","9.908752861758776","5","35","5","10531","CHRM1,CHRM3,CHRM2,CHRM4,CHRM5"
"REAC","Hemostasis","REAC:R-HSA-109582","3.088707512462269e-10","9.510223215602036","657","112","31","10531","ADRA2A,ADRA2B,ADRA2C,CALM1,HDAC2,LCK,ABL1,TUBA1A,HDAC1,TUBA4A,ITGAL,TUBB1,CSK,PRKCQ,LYN,SRC,YES1,PRKCA,PRKCB,FYN,ORM2,PDPK1,TUBB4B,SYK,ORM1,RAF1,PRKCZ,FGR,CDK2,PRKCD,PRKCG"
"REAC","Neuronal System","REAC:R-HSA-112316","1.2370785126133192e-9","8.907602736496441","400","187","31","10531","CALM1,KCNH2,SLC6A4,HTR3A,SLC6A3,TUBA1A,TUBA4A,TUBB1,SRC,PRKCA,PRKCB,HTR3E,PDPK1,GRIN2A,HTR3D,TUBB4B,PRKCG,HTR3C,ALDH2,HSPA8,GRIN2B,GLRA3,GRIN2C,MAPK3,GRIN3A,HTR3B,GRIN1,GABRB3,GRIN3B,PTPRS,GRIN2D"
"REAC","Activation of NMDA receptors and postsynaptic events","REAC:R-HSA-442755","1.5548015978766773e-8","7.8083250217141265","89","187","15","10531","CALM1,TUBA1A,TUBA4A,TUBB1,SRC,PDPK1,GRIN2A,TUBB4B,GRIN2B,GRIN2C,MAPK3,GRIN3A,GRIN1,GRIN3B,GRIN2D"
"REAC","Signaling by Receptor Tyrosine Kinases","REAC:R-HSA-9006934","1.7595269991172477e-8","7.754604064732356","486","192","33","10531","CALM1,ESR1,KIT,PDGFRB,FLT1,KDR,LCK,FLT4,FLT3,CSK,LYN,SRC,EGFR,YES1,PRKCA,PRKCB,FYN,PDPK1,ATP6V1A,PRKCZ,PRKCD,PRKCE,GRIN2B,ERBB2,MAPK14,ADORA2A,MAPKAPK2,PDGFRA,MAPK3,GABRB3,BRAF,PTPRS,STAT5B"
"REAC","Diseases of signal transduction by growth factor receptors and second messengers","REAC:R-HSA-5663202","2.579860802112804e-8","7.588403726015513","359","192","28","10531","CALM1,ESR1,KIT,HDAC2,PDGFRB,KDR,LCK,HDAC1,CSK,SRC,EGFR,FYN,HDAC8,PDPK1,RAF1,FGFR1,ERBB2,PDGFRA,HDAC3,MAPK3,HDAC6,GSK3B,BCR,BRAF,PSMB1,ESR2,PSMB5,STAT5B"
"REAC","Intracellular signaling by second messengers","REAC:R-HSA-9006925","2.6449970636487333e-8","7.577574805761824","289","190","25","10531","CALM1,ESR1,KIT,HDAC2,PDGFRB,LCK,HDAC1,FRK,SRC,EGFR,PRKCA,FYN,PDPK1,PRKCD,PRKCG,PRKCE,ERBB2,PDGFRA,HDAC3,MAPK3,JUN,GSK3B,PSMB1,ESR2,PSMB5"
"REAC","G alpha (i) signalling events","REAC:R-HSA-418594","4.46187919931941e-8","7.350482191958765","401","120","23","10531","HTR1A,DRD3,ADRA2A,ADRA2B,ADRA2C,CALM1,DRD4,HTR1D,HTR1B,HTR1E,CHRM2,CHRM4,PRKCQ,HRH4,HTR5A,SRC,HTR1F,PRKCA,HRH3,OPRM1,PRKCD,PRKCG,OPRK1"
"REAC","VEGFR2 mediated cell proliferation","REAC:R-HSA-5218921","5.177531469159631e-8","7.285877252774279","16","111","7","10531","CALM1,KDR,PRKCA,PRKCB,PDPK1,PRKCZ,PRKCD"
"REAC","Assembly and cell surface presentation of NMDA receptors","REAC:R-HSA-9609736","5.92784147648228e-8","7.2271034188629955","43","187","11","10531","TUBA1A,TUBA4A,TUBB1,GRIN2A,TUBB4B,GRIN2B,GRIN2C,GRIN3A,GRIN1,GRIN3B,GRIN2D"
"REAC","Regulation of KIT signaling","REAC:R-HSA-1433559","7.27582369421065e-8","7.138117833187324","12","83","6","10531","KIT,LCK,LYN,YES1,PRKCA,FYN"
"REAC","G alpha (q) signalling events","REAC:R-HSA-416476","2.033970397126302e-7","6.691655372189209","212","161","19","10531","HTR2A,HTR2C,ADRA1A,ADRA1B,CHRM1,HRH1,HTR2B,CHRM3,CHRM5,ADRA1D,PRKCQ,GNRHR,EGFR,PRKCA,PRKCD,PRKCE,CASR,MAPK3,BTK"
"REAC","Post NMDA receptor activation events","REAC:R-HSA-438064","2.707823845050137e-7","6.567379591689645","76","187","13","10531","CALM1,TUBA1A,TUBA4A,TUBB1,SRC,PDPK1,GRIN2A,TUBB4B,GRIN2B,GRIN2C,MAPK3,GRIN1,GRIN2D"
"REAC","Leishmania infection","REAC:R-HSA-9658195","4.559345731918229e-7","6.341097474310146","303","161","22","10531","DRD1,DRD5,CALM1,HTR6,HTR7,ADRB1,ADRB2,ABL1,ADRB3,LYN,YES1,FYN,SYK,FGR,MAPK8,HTR4,MAPK14,ADORA2A,HRH2,MAPK3,JUN,BTK"
"REAC","Nuclear Receptor transcription pathway","REAC:R-HSA-383280","5.965996725813484e-7","6.224316989318161","41","184","10","10531","ESR1,AR,RXRA,RARB,ESRRG,RXRB,RARG,RARA,RXRG,ESR2"
"REAC","Adrenaline signalling through Alpha-2 adrenergic receptor","REAC:R-HSA-392023","6.023408916894251e-7","6.220157652465735","3","13","3","10531","ADRA2A,ADRA2B,ADRA2C"
"REAC","Cytokine Signaling in Immune system","REAC:R-HSA-1280215","6.713855545791239e-7","6.173028007195938","816","192","41","10531","CALM1,KIT,PDGFRB,PTGS2,LCK,FLT3,CSK,BCL2,LYN,SRC,EGFR,YES1,FYN,PDPK1,RET,CSF1R,SYK,RAF1,OPRM1,PRKCD,IKBKB,MAPK8,PIM1,HSPA8,GRIN2B,ERBB2,MAPK14,MAPKAPK2,PDGFRA,PPIA,MAPK3,JUN,GRIN1,PTPN4,BCL2L1,OPRD1,BRAF,PSMB1,GRIN2D,PSMB5,STAT5B"
"REAC","MECP2 regulates neuronal receptors and channels","REAC:R-HSA-9022699","0.0000010473884221500873","5.979892231106788","16","170","7","10531","HDAC2,HDAC1,GRIN2A,OPRM1,OPRK1,GRIN2B,PTPN4"
"REAC","Disease","REAC:R-HSA-1643685","0.0000017334474028662744","5.761089331389464","1397","192","56","10531","DRD1,DRD5,CALM1,HTR6,HTR7,ESR1,KIT,HDAC2,SLC6A2,ADRB1,SLC6A3,PDGFRB,ADRB2,KDR,LCK,ABL1,TUBA1A,HDAC1,TUBA4A,TUBB1,ADRB3,CSK,LYN,SRC,EGFR,YES1,FYN,HDAC8,PDPK1,TUBB4B,SYK,RAF1,FGFR1,FGR,IKBKB,MAPK8,HTR4,ERBB2,MAPK14,ADORA2A,HRH2,PDGFRA,PPIA,HDAC3,MAPK3,JUN,BTK,HDAC6,GSK3B,ABCB11,BCR,BRAF,PSMB1,ESR2,PSMB5,STAT5B"
"REAC","FLT3 Signaling","REAC:R-HSA-9607240","0.0000020539337837846665","5.687413561615312","250","192","21","10531","CALM1,KIT,PDGFRB,FLT3,CSK,SRC,EGFR,FYN,PDPK1,RET,RAF1,GRIN2B,ERBB2,PDGFRA,MAPK3,GRIN1,BRAF,PSMB1,GRIN2D,PSMB5,STAT5B"
"REAC","G alpha (z) signalling events","REAC:R-HSA-418597","0.000002467493161589702","5.607744042260341","48","131","9","10531","ADRA2A,ADRA2B,ADRA2C,PRKCQ,PRKCA,PRKCB,PRKCD,PRKCG,PRKCE"
"REAC","Leishmania parasite growth and survival","REAC:R-HSA-9664433","0.0000026049030645507026","5.584208433329532","221","142","17","10531","DRD1,DRD5,CALM1,HTR6,HTR7,ADRB1,ADRB2,ADRB3,LYN,YES1,FYN,SYK,FGR,HTR4,MAPK14,ADORA2A,HRH2"
"REAC","Anti-inflammatory response favouring Leishmania parasite infection","REAC:R-HSA-9662851","0.0000026049030645507026","5.584208433329532","221","142","17","10531","DRD1,DRD5,CALM1,HTR6,HTR7,ADRB1,ADRB2,ADRB3,LYN,YES1,FYN,SYK,FGR,HTR4,MAPK14,ADORA2A,HRH2"
"REAC","Signaling by VEGF","REAC:R-HSA-194138","0.000004357885276397109","5.360724206968031","104","139","12","10531","CALM1,FLT1,KDR,FLT4,PRKCA,PRKCB,FYN,PDPK1,PRKCZ,PRKCD,MAPK14,MAPKAPK2"
"REAC","PIP3 activates AKT signaling","REAC:R-HSA-1257604","0.00000872494590489127","5.05923725700833","249","190","20","10531","ESR1,KIT,HDAC2,PDGFRB,LCK,HDAC1,FRK,SRC,EGFR,FYN,PDPK1,ERBB2,PDGFRA,HDAC3,MAPK3,JUN,GSK3B,PSMB1,ESR2,PSMB5"
"REAC","Histamine receptors","REAC:R-HSA-390650","0.000012990608085845528","4.886370519277534","4","142","4","10531","HRH1,HRH4,HRH3,HRH2"
"REAC","RAF/MAP kinase cascade","REAC:R-HSA-5673001","0.000014695883534562255","4.83280429848895","232","190","19","10531","CALM1,KIT,PDGFRB,FLT3,CSK,SRC,EGFR,FYN,RET,RAF1,GRIN2B,ERBB2,PDGFRA,MAPK3,GRIN1,BRAF,PSMB1,GRIN2D,PSMB5"
"REAC","PI3K/AKT Signaling in Cancer","REAC:R-HSA-2219528","0.00001703715494890263","4.768602926773119","89","184","12","10531","ESR1,KIT,PDGFRB,LCK,SRC,EGFR,FYN,PDPK1,ERBB2,PDGFRA,GSK3B,ESR2"
"REAC","Platelet Aggregation (Plug Formation)","REAC:R-HSA-76009","0.000017218459859898005","4.764005697496835","38","96","7","10531","ADRA2A,ADRA2B,ADRA2C,CSK,SRC,PDPK1,SYK"
"REAC","RUNX2 regulates osteoblast differentiation","REAC:R-HSA-8940973","0.000017311558787586065","4.76166382511318","23","166","7","10531","ABL1,AR,SRC,YES1,HDAC3,MAPK3,HDAC6"
"REAC","Long-term potentiation","REAC:R-HSA-9620244","0.00001921558425672296","4.716346406119579","21","187","7","10531","CALM1,SRC,GRIN2A,GRIN2B,GRIN2C,GRIN1,GRIN2D"
"REAC","MAPK1/MAPK3 signaling","REAC:R-HSA-5684996","0.00002070779632995419","4.6838661151414085","237","190","19","10531","CALM1,KIT,PDGFRB,FLT3,CSK,SRC,EGFR,FYN,RET,RAF1,GRIN2B,ERBB2,PDGFRA,MAPK3,GRIN1,BRAF,PSMB1,GRIN2D,PSMB5"
"REAC","Signaling by ERBB2","REAC:R-HSA-1227986","0.00003742283037796711","4.426863368865744","46","133","8","10531","SRC,EGFR,YES1,PRKCA,FYN,PRKCD,PRKCE,ERBB2"
"REAC","Constitutive Signaling by Aberrant PI3K in Cancer","REAC:R-HSA-2219530","0.00004165140196652966","4.380370375863905","62","184","10","10531","ESR1,KIT,PDGFRB,LCK,SRC,EGFR,FYN,ERBB2,PDGFRA,ESR2"
"REAC","MAPK family signaling cascades","REAC:R-HSA-5683057","0.000048409492065191406","4.315069474154025","276","190","20","10531","CALM1,KIT,PDGFRB,FLT3,CSK,SRC,EGFR,FYN,RET,RAF1,GRIN2B,ERBB2,PDGFRA,MAPK3,JUN,GRIN1,BRAF,PSMB1,GRIN2D,PSMB5"
"REAC","Signaling by Nuclear Receptors","REAC:R-HSA-9006931","0.00009648699673238053","4.015531211297536","255","157","17","10531","CALM1,ESR1,HDAC1,BCL2,SRC,EGFR,PDPK1,RXRA,RARB,PRKCZ,RXRB,RARG,RARA,HDAC3,RXRG,MAPK3,JUN"
"REAC","Infectious disease","REAC:R-HSA-5663205","0.00012009865742592188","3.920461847516101","751","161","31","10531","DRD1,DRD5,CALM1,HTR6,HTR7,ADRB1,ADRB2,LCK,ABL1,TUBA1A,TUBA4A,TUBB1,ADRB3,LYN,SRC,EGFR,YES1,FYN,TUBB4B,SYK,FGR,MAPK8,HTR4,MAPK14,ADORA2A,HRH2,PPIA,HDAC3,MAPK3,JUN,BTK"
"REAC","RUNX2 regulates bone development","REAC:R-HSA-8941326","0.00013100064138244624","3.882726578022287","30","166","7","10531","ABL1,AR,SRC,YES1,HDAC3,MAPK3,HDAC6"
"REAC","Transcriptional Regulation by MECP2","REAC:R-HSA-8986944","0.00015519889745614624","3.809111368325334","59","170","9","10531","CALM1,HDAC2,HDAC1,GRIN2A,OPRM1,OPRK1,GRIN2B,HDAC3,PTPN4"
"REAC","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","REAC:R-HSA-6811558","0.00015734893661990487","3.803136187747062","89","184","11","10531","ESR1,KIT,PDGFRB,LCK,SRC,EGFR,FYN,ERBB2,PDGFRA,MAPK3,ESR2"
"REAC","VEGFA-VEGFR2 Pathway","REAC:R-HSA-4420097","0.00016730869191216503","3.776481496267525","94","139","10","10531","CALM1,KDR,PRKCA,PRKCB,FYN,PDPK1,PRKCZ,PRKCD,MAPK14,MAPKAPK2"
"REAC","Nervous system development","REAC:R-HSA-9675108","0.00016918344766367276","3.771642129121887","574","190","29","10531","HDAC2,HMGCR,ABL1,TUBA1A,TUBA4A,TUBB1,PRKCQ,LYN,SRC,EGFR,YES1,PRKCA,FYN,RET,TUBB4B,EPHA2,EPHB4,MAPK8,ABL2,HSPA8,GRIN2B,ERBB2,MAPK14,MAPK3,EPHA5,GRIN1,GSK3B,PSMB1,PSMB5"
"REAC","Signaling by SCF-KIT","REAC:R-HSA-1433557","0.00018461307987215837","3.7337375323725945","38","83","6","10531","KIT,LCK,LYN,YES1,PRKCA,FYN"
"REAC","Negative regulation of the PI3K/AKT network","REAC:R-HSA-199418","0.0003417327497645826","3.4663133988410046","96","184","11","10531","ESR1,KIT,PDGFRB,LCK,SRC,EGFR,FYN,ERBB2,PDGFRA,MAPK3,ESR2"
"REAC","GPVI-mediated activation cascade","REAC:R-HSA-114604","0.0003435051392092619","3.464066761039576","35","162","7","10531","LCK,LYN,FYN,PDPK1,SYK,PRKCZ,PIK3CG"
"REAC","Negative regulation of NMDA receptor-mediated neuronal transmission","REAC:R-HSA-9617324","0.0003736874530803438","3.4274914837651584","20","187","6","10531","CALM1,GRIN2A,GRIN2B,GRIN2C,GRIN1,GRIN2D"
"REAC","Unblocking of NMDA receptors, glutamate binding and activation","REAC:R-HSA-438066","0.0003736874530803438","3.4274914837651584","20","187","6","10531","CALM1,GRIN2A,GRIN2B,GRIN2C,GRIN1,GRIN2D"
"REAC","RHO GTPases Activate NADPH Oxidases","REAC:R-HSA-5668599","0.00042461582299559576","3.372003826204792","24","156","6","10531","PRKCA,PRKCB,PRKCZ,PRKCD,MAPK14,MAPK3"
"REAC","PECAM1 interactions","REAC:R-HSA-210990","0.00046522524713831827","3.3323367247360856","11","83","4","10531","LCK,LYN,YES1,FYN"
"REAC","Synaptic adhesion-like molecules","REAC:R-HSA-8849932","0.0005154762006097938","3.2877913811708415","21","187","6","10531","GRIN2A,GRIN2B,GRIN2C,GRIN1,PTPRS,GRIN2D"
"REAC","Axon guidance","REAC:R-HSA-422475","0.0007477174225452022","3.126262499750421","549","190","27","10531","ABL1,TUBA1A,TUBA4A,TUBB1,PRKCQ,LYN,SRC,EGFR,YES1,PRKCA,FYN,RET,TUBB4B,EPHA2,EPHB4,MAPK8,ABL2,HSPA8,GRIN2B,ERBB2,MAPK14,MAPK3,EPHA5,GRIN1,GSK3B,PSMB1,PSMB5"
"REAC","Signaling by Interleukins","REAC:R-HSA-449147","0.0007552414710028993","3.121914170546297","446","192","24","10531","PTGS2,LCK,BCL2,LYN,YES1,FYN,CSF1R,SYK,OPRM1,IKBKB,MAPK8,PIM1,HSPA8,MAPK14,MAPKAPK2,PPIA,MAPK3,JUN,PTPN4,BCL2L1,OPRD1,PSMB1,PSMB5,STAT5B"
"REAC","SHC1 events in ERBB2 signaling","REAC:R-HSA-1250196","0.0009169665087455049","3.0376465261976318","18","133","5","10531","EGFR,PRKCA,PRKCD,PRKCE,ERBB2"
"REAC","Activation of AMPK downstream of NMDARs","REAC:R-HSA-9619483","0.0017429640550835183","2.7587115691951403","28","94","5","10531","CALM1,TUBA1A,TUBA4A,TUBB1,TUBB4B"
"REAC","Extra-nuclear estrogen signaling","REAC:R-HSA-9009391","0.001896148791474863","2.722127586417219","73","184","9","10531","CALM1,ESR1,BCL2,SRC,EGFR,PDPK1,PRKCZ,MAPK3,ESR2"
"REAC","CD28 co-stimulation","REAC:R-HSA-389356","0.0020148684979469944","2.6957532931852164","31","87","5","10531","LCK,LYN,YES1,FYN,PDPK1"
"REAC","CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling","REAC:R-HSA-442742","0.0020311540484333106","2.6922571372316106","26","187","6","10531","CALM1,PDPK1,GRIN2B,MAPK3,GRIN1,GRIN2D"
"REAC","Fc epsilon receptor (FCERI) signaling","REAC:R-HSA-2454202","0.0022188715876364676","2.65386783088859","182","191","14","10531","CALM1,PRKCQ,LYN,FYN,PDPK1,SYK,IKBKB,MAPK8,MAPK3,JUN,BTK,PSMB1,PSMB5,ITK"
"REAC","VEGF ligand-receptor interactions","REAC:R-HSA-194313","0.0025613316507630047","2.59153418382331","8","52","3","10531","FLT1,KDR,FLT4"
"REAC","VEGF binds to VEGFR leading to receptor dimerization","REAC:R-HSA-195399","0.0025613316507630047","2.59153418382331","8","52","3","10531","FLT1,KDR,FLT4"
"REAC","RHO GTPases activate IQGAPs","REAC:R-HSA-5626467","0.0034720454574678284","2.4594145974937587","32","94","5","10531","CALM1,TUBA1A,TUBA4A,TUBB1,TUBB4B"
"REAC","Transcriptional regulation by RUNX2","REAC:R-HSA-8878166","0.0036101823499341437","2.4424708613713197","118","190","11","10531","ESR1,ABL1,AR,SRC,YES1,HDAC3,MAPK3,HDAC6,GSK3B,PSMB1,PSMB5"
"REAC","Activation of the AP-1 family of transcription factors","REAC:R-HSA-450341","0.0038162024520091314","2.418368593753538","10","157","4","10531","MAPK8,MAPK14,MAPK3,JUN"
"REAC","TFAP2 (AP-2) family regulates transcription of growth factors and their receptors","REAC:R-HSA-8866910","0.00456075336513439","2.3409634127529917","12","133","4","10531","ESR1,KIT,EGFR,ERBB2"
"REAC","ADORA2B mediated anti-inflammatory cytokines production","REAC:R-HSA-9660821","0.004645824006418162","2.332937246212311","133","41","6","10531","DRD1,DRD5,HTR6,HTR7,ADRB1,ADRB2"
"REAC","Disinhibition of SNARE formation","REAC:R-HSA-114516","0.004725952409888447","2.3255106560059993","5","112","3","10531","PRKCA,PRKCB,PRKCG"
"REAC","CTLA4 inhibitory signaling","REAC:R-HSA-389513","0.006470707672146191","2.189048219902956","20","83","4","10531","LCK,LYN,YES1,FYN"
"REAC","Costimulation by the CD28 family","REAC:R-HSA-388841","0.007296449346200813","2.1368884281656166","67","87","6","10531","LCK,CSK,LYN,YES1,FYN,PDPK1"
"REAC","Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane","REAC:R-HSA-190840","0.010594955170839117","1.9749008765273621","20","94","4","10531","TUBA1A,TUBA4A,TUBB1,TUBB4B"
"REAC","RHO GTPase Effectors","REAC:R-HSA-195258","0.011366616515047272","1.9443687919107082","283","161","15","10531","CALM1,ABL1,TUBA1A,AR,TUBA4A,TUBB1,PRKCA,PRKCB,PDPK1,TUBB4B,PRKCZ,PRKCD,MAPK14,MAPK3,BTK"
"REAC","Transport of connexons to the plasma membrane","REAC:R-HSA-190872","0.012998673952868436","1.8861009495643684","21","94","4","10531","TUBA1A,TUBA4A,TUBB1,TUBB4B"
"REAC","Regulation of signaling by CBL","REAC:R-HSA-912631","0.014123402770450672","1.8500606555228194","21","96","4","10531","LYN,YES1,FYN,SYK"
"REAC","Signaling by Retinoic Acid","REAC:R-HSA-5362517","0.01417676258454492","1.8484229336234863","43","154","6","10531","RXRA,RARB,RXRB,RARG,RARA,RXRG"
"REAC","SUMO E3 ligases SUMOylate target proteins","REAC:R-HSA-3108232","0.015473063956179289","1.8104236793513728","156","63","7","10531","TOP2A,ESR1,HDAC2,TOP1,AR,HDAC1,TOP2B"
"REAC","EPHB-mediated forward signaling","REAC:R-HSA-3928662","0.015640794072806805","1.8057412018718304","40","169","6","10531","LYN,YES1,FYN,EPHB4,GRIN2B,GRIN1"
"REAC","Post-chaperonin tubulin folding pathway","REAC:R-HSA-389977","0.01897075048076428","1.7219154881304335","23","94","4","10531","TUBA1A,TUBA4A,TUBB1,TUBB4B"
"REAC","SUMOylation","REAC:R-HSA-2990846","0.019695526121590295","1.7056324135016214","162","63","7","10531","TOP2A,ESR1,HDAC2,TOP1,AR,HDAC1,TOP2B"
"REAC","Generic Transcription Pathway","REAC:R-HSA-212436","0.022039379800492375","1.656800630918874","1179","190","40","10531","CALM1,ESR1,KIT,HDAC2,ABL1,AR,HDAC1,ITGAL,PRKCQ,SRC,EGFR,YES1,PRKCB,HDAC8,PDPK1,CSF1R,GRIN2A,RXRA,RARB,ESRRG,OPRM1,CDK2,OPRK1,GRIN2B,ERBB2,MAPK14,RXRB,RARG,RARA,HDAC3,RXRG,MAPK3,JUN,HDAC6,PTPN4,GSK3B,PSMB1,NR4A3,ESR2,PSMB5"
"REAC","Fcgamma receptor (FCGR) dependent phagocytosis","REAC:R-HSA-2029480","0.022542406711296325","1.646999718918232","140","161","10","10531","ABL1,LYN,YES1,FYN,SYK,FGR,PRKCD,PRKCE,MAPK3,BTK"
"REAC","EPHA-mediated growth cone collapse","REAC:R-HSA-3928663","0.02308814966569171","1.6366108709883944","28","160","5","10531","LYN,YES1,FYN,EPHA2,EPHA5"
"REAC","p75NTR negatively regulates cell cycle via SC1","REAC:R-HSA-193670","0.0238714524232091","1.6221211561840585","6","153","3","10531","HDAC2,HDAC1,HDAC3"
"REAC","Notch-HLH transcription pathway","REAC:R-HSA-350054","0.02751438633046403","1.5604401690699885","28","166","5","10531","HDAC2,HDAC1,HDAC8,HDAC3,HDAC6"
"REAC","HSP90 chaperone cycle for steroid hormone receptors (SHR)","REAC:R-HSA-3371497","0.02798820691913831","1.5530249239728533","57","130","6","10531","TUBA1A,AR,TUBA4A,TUBB1,TUBB4B,HSPA8"
"REAC","Formation of tubulin folding intermediates by CCT/TriC","REAC:R-HSA-389960","0.031378602506872445","1.5033664022745352","26","94","4","10531","TUBA1A,TUBA4A,TUBB1,TUBB4B"
