"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"REAC","Gap junction assembly","REAC:R-HSA-190861","9.066211338914609e-25","24.04257416149014","38","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Carboxyterminal post-translational modifications of tubulin","REAC:R-HSA-8955332","6.096988305567517e-24","23.214884637983225","43","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Assembly and cell surface presentation of NMDA receptors","REAC:R-HSA-9609736","6.096988305567517e-24","23.214884637983225","43","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Aggrephagy","REAC:R-HSA-9646399","8.646130594816808e-24","23.063178208985114","44","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Recycling pathway of L1","REAC:R-HSA-437239","3.201708676082434e-23","22.49461818713431","48","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Gap junction trafficking","REAC:R-HSA-190828","4.354022571236824e-23","22.36110932390811","49","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Gap junction trafficking and regulation","REAC:R-HSA-157858","5.878604027201932e-23","22.23072579216554","50","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","COPI-independent Golgi-to-ER retrograde traffic","REAC:R-HSA-6811436","1.3901477516037674e-22","21.85693903838183","53","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","HSP90 chaperone cycle for steroid hormone receptors (SHR)","REAC:R-HSA-3371497","4.030754106745615e-22","21.39461369486128","57","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Class A/1 (Rhodopsin-like receptors)","REAC:R-HSA-373076","5.085846034380719e-22","21.293636791512057","328","437","62","10531","DRD2,HTR2A,HTR2C,DRD1,DRD5,ADRA1A,HTR1A,HRH1,HTR6,ADRA1B,CHRM1,ADRA2A,ADRA2C,DRD3,ADRA2B,HTR7,HTR1D,HTR5A,DRD4,HTR1B,HTR2B,CHRM3,HTR1E,CHRM2,CHRM4,ADRB1,CHRM5,ADRB2,ADRA1D,ADORA2A,HRH4,ADRB3,HRH3,HTR1F,ADORA1,ADORA2B,ADORA3,SSTR2,SSTR5,GNRHR,OPRM1,OPRK1,HTR4,HRH2,S1PR5,OPRD1,RHO,OPRL1,LHCGR,SSTR4,SSTR1,SSTR3,TAAR1,AVPR2,AVPR1A,OXTR,AGTR1,MC1R,HCRTR2,CCKAR,HCRTR1,MC2R"
"REAC","Prefoldin mediated transfer of substrate  to CCT/TriC","REAC:R-HSA-389957","7.920391454752399e-22","21.101253353456258","28","21","11","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1A,TUBA3C"
"REAC","Kinesins","REAC:R-HSA-983189","1.0772034239408407e-21","20.96770227483326","61","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Recruitment of NuMA to mitotic centrosomes","REAC:R-HSA-380320","2.6600016806999047e-21","20.575118088963496","94","23","14","10531","TUBB,TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Nuclear Envelope (NE) Reassembly","REAC:R-HSA-2995410","7.72495305538466e-21","20.112104151106927","70","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Translocation of SLC2A4 (GLUT4) to the plasma membrane","REAC:R-HSA-1445148","1.1519557375811195e-20","19.938564207799594","72","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Neurotransmitter receptors and postsynaptic signal transmission","REAC:R-HSA-112314","1.1714952771510258e-20","19.931259457909","196","302","40","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8,CALM2,HTR3A,SRC,PRKCA,PRKCB,PRKCG,PDPK1,CAMK1,HTR3E,GRIN2A,HTR3D,HTR3C,GRIN2B,GLRA3,GRIN2C,MAPK3,GRIN3A,HTR3B,GRIN1,GABRB3,GRIN3B,GRIN2D,GLRA1,GLRA2,MAPK1,GABRB1,GABRB2"
"REAC","Intraflagellar transport","REAC:R-HSA-5620924","1.1806497674887364e-20","19.92787891407587","54","21","12","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C"
"REAC","Post NMDA receptor activation events","REAC:R-HSA-438064","2.472348672356978e-20","19.60689028123598","76","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","The role of GTSE1 in G2/M progression after G2 checkpoint","REAC:R-HSA-8852276","4.261160481861976e-20","19.37047210929294","79","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Selective autophagy","REAC:R-HSA-9663891","5.08343587324649e-20","19.29384265062978","80","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Transmission across Chemical Synapses","REAC:R-HSA-112315","1.5601462094603559e-19","18.806834699731194","259","302","44","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8,CALM2,SLC6A4,HTR3A,SRC,PRKCA,PRKCB,PRKCG,SLC6A3,PDPK1,CAMK1,HTR3E,GRIN2A,HTR3D,HTR3C,ALDH2,HSPA8,GRIN2B,GLRA3,GRIN2C,MAPK3,GRIN3A,HTR3B,GRIN1,GABRB3,GRIN3B,GRIN2D,GLRA1,GLRA2,MAPK1,GABRB1,GABRB2"
"REAC","Activation of NMDA receptors and postsynaptic events","REAC:R-HSA-442755","2.2499537085219334e-19","18.64782641715099","89","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Chaperonin-mediated protein folding","REAC:R-HSA-390466","5.554713160071574e-19","18.255338362684313","95","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","HCMV Early Events","REAC:R-HSA-9609690","6.419017051657021e-19","18.19253147064214","96","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","COPI-dependent Golgi-to-ER retrograde traffic","REAC:R-HSA-6811434","1.1267830268766275e-18","17.948159703565338","100","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Protein folding","REAC:R-HSA-391251","1.2920894657390334e-18","17.888707414257663","101","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","COPI-mediated anterograde transport","REAC:R-HSA-6807878","1.4795045522844929e-18","17.8298836942215","102","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Serotonin receptors","REAC:R-HSA-390666","3.1567728669750162e-18","17.500756664914256","12","225","12","10531","HTR2A,HTR2C,HTR1A,HTR6,HTR7,HTR1D,HTR5A,HTR1B,HTR2B,HTR1E,HTR1F,HTR4"
"REAC","EML4 and NUDC in mitotic spindle formation","REAC:R-HSA-9648025","7.639627760157042e-18","17.11692780184946","115","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Nervous system development","REAC:R-HSA-9675108","1.1733643399133196e-17","16.930567114700054","574","149","43","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8,MAPK8,HDAC2,LYN,MET,FYN,RET,EPHB1,EPHA3,ABL1,SRC,EPHB4,MAPK14,PRKCA,MAPK11,YES1,ABL2,EPHA7,EPHA4,ERBB2,EGFR,FES,MAPK13,HMGCR,PRKCQ,EPHA2,EPHA8,EPHA5,EPHB2,EPHA1,MAPK12"
"REAC","L1CAM interactions","REAC:R-HSA-373760","1.2168343913084085e-17","16.91476852434592","119","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","HCMV Infection","REAC:R-HSA-9609646","1.363458452045525e-17","16.865358091548742","120","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","MHC class II antigen presentation","REAC:R-HSA-2132295","1.9067246382652848e-17","16.719712021540634","123","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Resolution of Sister Chromatid Cohesion","REAC:R-HSA-2500257","1.9067246382652848e-17","16.719712021540634","123","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Signaling by Receptor Tyrosine Kinases","REAC:R-HSA-9006934","2.5769184977671104e-17","16.588899317005847","486","415","67","10531","KIT,FLT3,PDGFRB,PDGFRA,KDR,FLT4,CALM2,CSK,PTK6,FLT1,LYN,MATK,MET,FGFR4,FYN,TEC,ESR1,LCK,SRC,MAPK14,PRKCA,MAPK11,YES1,PRKCB,PRKCE,PRKCZ,FER,ERBB2,EGFR,FES,MAPK13,PRKCD,ADORA2A,BRAF,MAPK12,NTRK2,PDPK1,NTRK1,SGK1,PTK2B,AXL,ATP6V1A,GRIN2B,MAPKAPK2,MAPK3,GABRB3,PTPRS,STAT5B,MAP2K1,MAP2K2,CDK5,MAPKAPK3,MAPK1,GABRB1,GABRB2,PAK2,PAK3,PAK1,RPS6KA1,S100B,RPS6KA3,ARF6,MAP2K5,AKT2,INS,NTRK3,JAK2"
"REAC","Golgi-to-ER retrograde transport","REAC:R-HSA-8856688","6.078779951715195e-17","16.216183577537674","134","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Macroautophagy","REAC:R-HSA-1632852","6.078779951715195e-17","16.216183577537674","134","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","RHO GTPases Activate Formins","REAC:R-HSA-5663220","7.424189805903744e-17","16.129350933529107","136","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","G2/M Transition","REAC:R-HSA-69275","1.2376317928952685e-16","15.907408542794766","196","23","14","10531","TUBB,TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Axon guidance","REAC:R-HSA-422475","1.2429663825428593e-16","15.905540617193886","549","149","41","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8,MAPK8,LYN,MET,FYN,RET,EPHB1,EPHA3,ABL1,SRC,EPHB4,MAPK14,PRKCA,MAPK11,YES1,ABL2,EPHA7,EPHA4,ERBB2,EGFR,FES,MAPK13,PRKCQ,EPHA2,EPHA8,EPHA5,EPHB2,EPHA1,MAPK12"
"REAC","Mitotic G2-G2/M phases","REAC:R-HSA-453274","1.4313601793243528e-16","15.844251069097943","198","23","14","10531","TUBB,TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Mitotic Prometaphase","REAC:R-HSA-68877","1.5384299212891683e-16","15.81292228199084","199","23","14","10531","TUBB,TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Hedgehog 'off' state","REAC:R-HSA-5610787","1.6230341608506732e-16","15.78967233925398","113","21","12","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C"
"REAC","Cilium Assembly","REAC:R-HSA-5617833","1.7751865825818543e-16","15.750755993297838","201","23","14","10531","TUBB,TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Autophagy","REAC:R-HSA-9612973","2.5358238179792813e-16","15.595880923320813","149","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Factors involved in megakaryocyte development and platelet production","REAC:R-HSA-983231","3.947671200352859e-16","15.403659026675891","154","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","ER to Golgi Anterograde Transport","REAC:R-HSA-199977","3.947671200352859e-16","15.403659026675891","154","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Adrenoceptors","REAC:R-HSA-390696","3.338312016328236e-15","14.47647307429643","9","135","9","10531","ADRA1A,ADRA1B,ADRA2A,ADRA2C,ADRA2B,ADRB1,ADRB2,ADRA1D,ADRB3"
"REAC","Transport to the Golgi and subsequent modification","REAC:R-HSA-948021","4.555648692023318e-15","14.34144977383752","185","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Signaling by Hedgehog","REAC:R-HSA-5358351","5.062364433984349e-15","14.295646593675713","149","21","12","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C"
"REAC","Separation of Sister Chromatids","REAC:R-HSA-2467813","5.254494749479679e-15","14.279469037592397","187","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","GPCR ligand binding","REAC:R-HSA-500792","6.926266450841777e-15","14.159500805321292","459","437","63","10531","DRD2,HTR2A,HTR2C,DRD1,DRD5,ADRA1A,HTR1A,HRH1,HTR6,ADRA1B,CHRM1,ADRA2A,ADRA2C,DRD3,ADRA2B,HTR7,HTR1D,HTR5A,DRD4,HTR1B,HTR2B,CHRM3,HTR1E,CHRM2,CHRM4,ADRB1,CHRM5,ADRB2,ADRA1D,ADORA2A,HRH4,ADRB3,HRH3,HTR1F,ADORA1,ADORA2B,ADORA3,SSTR2,SSTR5,GNRHR,OPRM1,OPRK1,HTR4,HRH2,CASR,S1PR5,OPRD1,RHO,OPRL1,LHCGR,SSTR4,SSTR1,SSTR3,TAAR1,AVPR2,AVPR1A,OXTR,AGTR1,MC1R,HCRTR2,CCKAR,HCRTR1,MC2R"
"REAC","Intra-Golgi and retrograde Golgi-to-ER traffic","REAC:R-HSA-6811442","1.5585691234148463e-14","13.807273931756132","203","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Neuronal System","REAC:R-HSA-112316","3.088634507128917e-14","13.510233480798078","400","302","47","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,KCNH2,TUBA8,CALM2,SLC6A4,HTR3A,SRC,PRKCA,PRKCB,PRKCG,SLC6A3,PDPK1,CAMK1,KCNH7,HTR3E,GRIN2A,HTR3D,HTR3C,ALDH2,HSPA8,GRIN2B,GLRA3,GRIN2C,MAPK3,GRIN3A,HTR3B,GRIN1,GABRB3,GRIN3B,PTPRS,GRIN2D,GLRA1,GLRA2,MAPK1,GABRB1,GABRB2"
"REAC","Organelle biogenesis and maintenance","REAC:R-HSA-1852241","3.7346148284689765e-14","13.427754182736496","293","23","14","10531","TUBB,TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Mitotic Anaphase","REAC:R-HSA-68882","6.801571367016139e-14","13.167390740648692","227","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Mitotic Metaphase and Anaphase","REAC:R-HSA-2555396","7.206344716543789e-14","13.142284967177082","228","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Hemostasis","REAC:R-HSA-109582","1.0119986113390661e-13","12.99482008343317","657","104","34","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8,ADRA2A,ADRA2C,ADRA2B,CALM2,HDAC2,HDAC1,CSK,LYN,FYN,LCK,ABL1,SRC,MAPK14,PRKCA,YES1,PRKCB,PRKCG,FGR,PRKCE,PRKCZ,SYK"
"REAC","M Phase","REAC:R-HSA-68886","9.824867596420245e-13","12.007673293627501","370","23","14","10531","TUBB,TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","RHO GTPase Effectors","REAC:R-HSA-195258","1.2193123133425872e-12","11.91388504041197","283","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Cell Cycle, Mitotic","REAC:R-HSA-69278","2.6246988181380166e-12","11.580920524305684","512","23","15","10531","TUBB,TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TOP2A,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
"REAC","Asparagine N-linked glycosylation","REAC:R-HSA-446203","3.0939266614353338e-12","11.50948998504888","304","23","13","10531","TUBB4B,TUBB4A,TUBB2B,TUBB2A,TUBB3,TUBB6,TUBB1,TUBA4A,TUBA1C,TUBA1B,TUBA1A,TUBA3C,TUBA8"
